00004245-3300-2800-0000-00000bf96ae5|Akgu?L Harun|Akgul Harun
00004e4c-3100-2800-0000-00000bfdbce9|Alie?s Herstelatelier|Alie's Herstelatelier
00004245-3200-2800-0000-00000beeb621|Poro?nicu Viorel-Eugen|Poronicu Viorel-Eugen
00004245-3300-2800-0000-00000bf94ad0|Iorda?icu?a? Iosif-Emanuel|Iosif-Emanuel
00004245-3300-2800-0000-00000bf6e94f|Key?fashion|Key-fashion
00004245-3200-2800-0000-00000becfbd5|Bobina? Da?nu?|Bobina
00004245-3300-2800-0000-00000bf97c25|Salon Athmosph?hair|Salon Atmosp'Hair
00004245-3300-2800-0000-00000bfca768|Galerie D?art|Galerie D'art
00004245-3200-2800-0000-00000bed9271|Société Gén??rale Private Banking|Société Générale Private Banking
00004245-3200-2800-0000-00000bed2164|Vela?squez Vanegas Verónica|Velasquez Verónica
00004245-3300-2800-0000-00000bfbdfdb|Mu?ovi? Admir|Admir
bc934cc0-e6c4-4abe-865e-069911f45e56|Lefevre?Bauthiere Robert|Lefevre-Bauthiere Robert
00004245-3300-2800-0000-00000bf89ee9|Delcuve Mich?le|Delcuve Michèle
00004245-3200-2800-0000-00000bed0357|Kürtog?lu Ali|Kürtoglu Ali
00004245-3300-2800-0000-00000bfc831e|?Di Fouzia|Fouzia
00004245-3200-2800-0000-00000bf1030e|Cl?ment Yvan|Clement Yvan
00004245-3200-2800-0000-00000bef1cd8|Co?kun Ömer|Co-kun Ömer
00004245-3300-2800-0000-00000bf4d10e|Hombecq Lucr?ce|Hombecq Lucrèce
00004245-3200-2800-0000-00000bf0cb92|Van Cauwelaert Ludo Fran?ois|Van Cauwelaert Ludo François
00004245-3200-2800-0000-00000becb28e|Il?sense|Il'Sense
00004245-3300-2800-0000-00000bfa729f|Kulji?i Jasmin|Kulji-i Jasmin
00004245-3200-2800-0000-00000bf25bf3|Darcis Li?ge|Darcis Liège
00004245-3300-2800-0000-00000bf83ef5|Castenzia Centre Onglerie & Bien?etre|Castenzia Centre Onglerie & Bien-Être
aa675fce-c13b-40a9-9276-7a21a6f4007e|Ma?rga?rit Matilda|Margarit Matilda
00004245-3200-2800-0000-00000bf290c5|Groffils Mich?le Louise Erika|Groffils Michele Louise Erika
d8340268-ab05-4c83-869e-23b676eafa29|Vu?etic? Zeljko|Vučetic Zeljko
00004245-3300-2800-0000-00000bf3cb63|Dek?e Jean|Deke Jean
